Weight (kg),Age,Height (cm),Size
58,26,170.18,M
56,26,167.64,M
58,26,170.18,M
56,26,175.26,M
58,26,152.4,M
58,26,170.18,M
55,26,170.18,M
56,26,157.48,M
58,26,170.18,M
56,26,162.56,M
58,26,170.18,M
56,26,167.64,M
58,26,167.64,M
50,26,160.02,M
54,26,157.48,M
65,26,177.8,M
58,26,170.18,M
65,26,157.48,M
49,26,165.1,M
63,26,177.8,M
53,26,154.94,M
54,26,157.48,M
58,26,162.56,M
58,26,160.02,M
62,26,162.56,M
56,26,180.34,M
58,26,167.64,M
55,26,170.18,M
57,26,170.18,M
61,26,172.72,M
61,26,170.18,M
61,26,172.72,M
60,26,157.48,M
63,26,167.64,M
54,26,162.56,M
56,26,157.48,M
65,26,162.56,M
61,26,165.1,M
63,26,165.1,M
54,26,165.1,M
56,26,167.64,M
65,26,167.64,M
57,26,162.56,M
58,26,157.48,M
58,26,160.02,M
64,26,177.8,M
61,26,170.18,M
49,26,152.4,M
57,26,167.64,M
63,26,180.34,M
54,26,157.48,M
65,26,172.72,M
53,26,162.56,M
58,26,157.48,M
61,26,177.8,M
55,26,170.18,M
61,26,170.18,M
56,26,170.18,M
55,26,170.18,M
61,26,170.18,M
58,26,170.18,M
65,26,172.72,M
56,26,160.02,M
65,26,172.72,M
58,26,167.64,M
56,26,167.64,M
55,26,170.18,M
63,26,170.18,M
61,26,170.18,M
61,26,167.64,M
62,26,172.72,M
62,26,172.72,M
56,26,157.48,M
54,26,160.02,M
58,26,170.18,M
58,26,165.1,M
58,26,172.72,M
58,26,165.1,M
52,26,154.94,M
63,26,165.1,M
54,26,160.02,M
62,26,170.18,M
63,26,157.48,M
58,26,160.02,M
58,26,165.1,M
63,26,175.26,M
56,26,162.56,M
65,26,177.8,M
53,26,165.1,M
58,26,160.02,M
58,26,170.18,M
61,26,170.18,M
54,26,162.56,M
56,26,170.18,M
56,26,167.64,M
64,26,175.26,M
49,26,152.4,M
65,26,172.72,M
58,26,170.18,M
60,26,165.1,M
58,26,157.48,M
58,26,170.18,M
58,26,170.18,M
63,26,165.1,M
56,26,154.94,M
61,26,170.18,M
58,26,172.72,M
62,26,165.1,M
63,26,175.26,M
61,26,175.26,M
58,26,170.18,M
56,26,162.56,M
48,26,162.56,M
53,26,160.02,M
58,26,170.18,M
58,26,165.1,M
68,26,165.1,M
55,26,170.18,M
68,26,167.64,M
64,26,177.8,M
48,26,162.56,M
52,26,160.02,M
56,26,175.26,M
58,26,162.56,M
56,26,157.48,M
58,26,170.18,M
58,26,167.64,M
63,26,165.1,M
58,26,165.1,M
63,26,172.72,M
63,26,165.1,M
54,26,162.56,M
48,26,162.56,M
61,26,175.26,M
63,26,165.1,M
65,26,167.64,M
56,26,152.4,M
61,26,180.34,M
58,26,154.94,M
61,26,172.72,M
54,26,162.56,M
58,26,162.56,M
54,26,157.48,M
58,26,165.1,M
56,26,157.48,M
54,26,167.64,M
58,26,170.18,M
56,26,167.64,M
58,26,175.26,M
63,26,165.1,M
58,26,162.56,M
56,26,167.64,M
60,26,172.72,M
56,26,167.64,M
54,26,160.02,M
61,26,162.56,M
54,26,157.48,M
63,26,172.72,M
55,26,170.18,M
58,26,170.18,M
67,26,160.02,M
58,26,160.02,M
64,26,180.34,M
56,26,157.48,M
61,26,175.26,M
63,26,170.18,M
56,26,157.48,M
55,26,170.18,M
55,26,170.18,M
65,26,167.64,M
56,26,170.18,M
58,26,170.18,M
58,26,170.18,M
58,26,157.48,M
58,26,172.72,M
53,26,165.1,M
63,26,175.26,M
56,26,160.02,M
65,26,167.64,M
63,26,167.64,M
58,26,167.64,M
61,26,175.26,M
48,26,162.56,M
61,26,165.1,M
55,26,165.1,M
58,26,162.56,M
61,26,170.18,M
56,26,154.94,M
54,26,160.02,M
56,26,154.94,M
68,26,177.8,M
58,26,170.18,M
54,26,165.1,M
56,26,160.02,M
54,26,162.56,M
61,26,170.18,M
55,26,170.18,M
58,26,175.26,M
61,26,177.8,M
58,26,167.64,M
54,26,162.56,M
65,26,162.56,M
49,26,165.1,M
58,26,157.48,M
58,26,160.02,M
65,26,172.72,M
54,26,165.1,M
61,26,165.1,M
57,26,167.64,M
55,26,170.18,M
58,26,165.1,M
49,26,165.1,M
58,26,160.02,M
56,26,165.1,M
53,26,160.02,M
55,26,170.18,M
63,26,177.8,M
55,26,170.18,M
63,26,175.26,M
58,26,154.94,M
63,26,170.18,M
55,26,170.18,M
58,26,167.64,M
56,26,160.02,M
63,26,172.72,M
52,26,157.48,M
61,26,172.72,M
54,26,175.26,M
58,26,157.48,M
63,26,177.8,M
63,26,157.48,M
56,26,162.56,M
62,26,172.72,M
58,26,162.56,M
50,26,154.94,M
58,26,157.48,M
63,26,165.1,M
51,26,162.56,M
61,26,162.56,M
68,26,175.26,M
61,26,177.8,M
61,26,167.64,M
61,26,170.18,M
61,26,177.8,M
55,26,170.18,M
61,26,157.48,M
56,26,170.18,M
58,26,162.56,M
62,26,165.1,M
58,26,175.26,M
54,26,157.48,M
60,26,160.02,M
56,26,167.64,M
68,26,167.64,M
63,26,165.1,M
62,26,172.72,M
62,26,154.94,M
61,26,165.1,M
56,26,170.18,M
65,26,172.72,M
52,26,170.18,M
43,26,154.94,M
58,26,160.02,M
61,26,172.72,M
54,26,160.02,M
64,1,162.56,L
65,3,175.26,L
53,3,167.64,L
68,5,172.72,L
68,5,172.72,L
61,17,162.56,L
68,17,175.26,L
49,17,157.48,L
61,17,170.18,L
61,17,160.02,L
50,17,157.48,L
61,17,160.02,L
58,17,165.1,L
63,17,160.02,L
65,17,167.64,L
58,18,162.56,L
58,18,167.64,L
63,18,152.4,L
68,18,175.26,L
70,18,180.34,L
65,18,167.64,L
68,18,172.72,L
68,18,165.1,L
61,18,175.26,L
61,18,177.8,L
61,18,175.26,L
65,18,175.26,L
58,18,162.56,L
58,18,165.1,L
58,18,162.56,L
61,18,167.64,L
63,18,160.02,L
63,18,177.8,L
61,18,172.72,L
58,18,162.56,L
58,18,170.18,L
58,18,160.02,L
61,18,167.64,L
64,18,182.88,L
65,18,177.8,L
61,18,175.26,L
58,18,162.56,L
58,18,165.1,L
65,19,167.64,L
63,19,180.34,L
58,19,160.02,L
68,19,165.1,L
52,19,167.64,L
61,19,167.64,L
65,19,162.56,L
63,19,175.26,L
61,19,162.56,L
58,19,162.56,L
63,19,162.56,L
72,19,175.26,L
65,19,167.64,L
65,19,170.18,L
63,19,170.18,L
70,19,175.26,L
60,19,180.34,L
63,19,160.02,L
58,19,160.02,L
65,19,162.56,L
65,19,167.64,L
63,19,160.02,L
54,19,157.48,L
68,19,172.72,L
68,19,172.72,L
58,19,162.56,L
74,19,157.48,L
63,19,162.56,L
64,19,172.72,L
63,19,172.72,L
65,19,165.1,L
63,19,175.26,L
72,19,167.64,L
65,19,162.56,L
43,19,157.48,L
62,19,160.02,L
64,19,165.1,L
61,19,162.56,L
62,19,167.64,L
68,19,172.72,L
61,19,162.56,L
56,19,160.02,L
58,19,162.56,L
63,19,165.1,L
68,19,157.48,L
52,19,160.02,L
67,19,175.26,L
57,19,165.1,L
56,19,165.1,L
58,19,165.1,L
70,19,172.72,L
62,19,167.64,L
63,19,167.64,L
63,19,167.64,L
60,19,154.94,L
61,19,175.26,L
63,20,167.64,L
56,20,157.48,L
74,20,180.34,L
68,20,167.64,L
58,20,165.1,L
45,20,157.48,L
63,20,175.26,L
65,20,165.1,L
72,20,182.88,L
70,20,170.18,L
54,20,147.32,L
61,20,162.56,L
54,20,157.48,L
62,20,162.56,L
68,20,170.18,L
45,20,157.48,L
54,20,170.18,L
61,20,167.64,L
72,20,167.64,L
63,20,165.1,L
58,20,170.18,L
49,20,160.02,L
68,20,177.8,L
61,20,165.1,L
65,20,160.02,L
61,20,165.1,L
61,20,170.18,L
61,20,175.26,L
60,20,172.72,L
58,20,167.64,L
61,20,162.56,L
72,20,185.42,L
61,20,152.4,L
63,20,170.18,L
63,20,172.72,L
65,20,172.72,L
63,20,170.18,L
65,20,177.8,L
61,20,175.26,L
63,20,162.56,L
58,20,162.56,L
61,20,165.1,L
72,20,167.64,L
54,20,162.56,L
65,20,160.02,L
58,20,160.02,L
58,20,165.1,L
61,20,180.34,L
61,20,172.72,L
56,20,167.64,L
61,20,175.26,L
64,20,182.88,L
61,20,170.18,L
56,20,167.64,L
56,20,167.64,L
61,20,160.02,L
63,20,180.34,L
61,20,175.26,L
68,20,170.18,L
63,20,165.1,L
68,20,175.26,L
65,20,167.64,L
63,20,165.1,L
61,20,172.72,L
61,20,175.26,L
68,20,177.8,L
81,20,175.26,L
65,20,160.02,L
63,20,167.64,L
72,20,165.1,L
63,20,162.56,L
65,20,167.64,L
56,20,160.02,L
56,20,154.94,L
63,20,157.48,L
63,20,160.02,L
54,20,175.26,L
58,20,162.56,L
68,20,172.72,L
61,20,160.02,L
54,20,162.56,L
63,20,167.64,L
68,20,167.64,L
58,20,182.88,L
72,20,177.8,L
61,20,175.26,L
61,20,175.26,L
65,20,172.72,L
53,21,157.48,L
70,21,175.26,L
63,21,160.02,L
54,21,160.02,L
61,21,160.02,L
68,21,177.8,L
57,21,167.64,L
68,21,175.26,L
57,21,167.64,L
59,21,162.56,L
60,21,165.1,L
61,21,160.02,L
65,21,167.64,L
63,21,175.26,L
58,21,162.56,L
70,21,177.8,L
61,21,170.18,L
61,21,160.02,L
70,21,182.88,L
65,21,175.26,L
68,21,172.72,L
58,21,175.26,L
67,21,172.72,L
63,21,170.18,L
67,21,172.72,L
63,21,160.02,L
61,21,180.34,L
58,21,170.18,L
68,21,172.72,L
65,21,170.18,L
63,21,175.26,L
58,21,172.72,L
63,21,165.1,L
61,21,160.02,L
68,21,182.88,L
58,21,152.4,L
70,21,182.88,L
63,21,157.48,L
72,21,175.26,L
68,21,177.8,L
56,21,170.18,L
64,21,165.1,L
68,21,177.8,L
61,21,172.72,L
68,21,167.64,L
57,21,167.64,L
61,21,180.34,L
72,21,175.26,L
68,21,175.26,L
63,21,160.02,L
58,21,172.72,L
58,21,162.56,L
58,21,175.26,L
68,21,177.8,L
58,21,160.02,L
61,21,170.18,L
65,21,167.64,L
58,21,170.18,L
79,21,165.1,L
68,21,177.8,L
65,21,180.34,L
72,21,175.26,L
61,21,165.1,L
65,21,167.64,L
67,21,167.64,L
57,21,167.64,L
77,21,177.8,L
68,21,162.56,L
61,21,157.48,L
65,21,175.26,L
57,21,167.64,L
59,21,167.64,L
63,21,157.48,L
72,21,167.64,L
68,21,170.18,L
59,21,170.18,L
61,21,167.64,L
58,21,170.18,L
57,21,167.64,L
58,21,162.56,L
63,21,167.64,L
61,21,175.26,L
68,21,177.8,L
71,21,170.18,L
66,21,162.56,L
57,21,167.64,L
63,21,162.56,L
65,21,172.72,L
68,21,172.72,L
52,21,157.48,L
63,21,165.1,L
57,21,167.64,L
65,21,177.8,L
63,21,160.02,L
54,21,167.64,L
61,21,165.1,L
61,21,170.18,L
63,21,170.18,L
63,21,172.72,L
74,21,162.56,L
56,21,162.56,L
58,21,175.26,L
63,21,165.1,L
56,21,167.64,L
56,21,167.64,L
61,21,162.56,L
58,21,154.94,L
58,21,162.56,L
61,21,160.02,L
60,21,157.48,L
61,21,170.18,L
68,21,175.26,L
57,21,167.64,L
61,21,170.18,L
65,21,172.72,L
52,21,162.56,L
70,21,177.8,L
70,21,167.64,L
65,21,177.8,L
54,21,167.64,L
63,21,172.72,L
56,21,165.1,L
55,21,162.56,L
63,21,167.64,L
70,21,170.18,L
57,21,157.48,L
61,21,165.1,L
63,21,175.26,L
56,21,162.56,L
58,21,172.72,L
61,21,170.18,L
63,21,160.02,L
56,21,157.48,L
68,21,160.02,L
62,21,167.64,L
58,21,157.48,L
70,21,177.8,L
68,21,160.02,L
63,21,172.72,L
56,21,162.56,L
57,21,167.64,L
56,22,165.1,L
74,22,180.34,L
63,22,162.56,L
63,22,172.72,L
61,22,162.56,L
56,22,157.48,L
54,22,162.56,L
68,22,172.72,L
61,22,162.56,L
68,22,167.64,L
74,22,180.34,L
61,22,162.56,L
70,22,180.34,L
63,22,162.56,L
65,22,175.26,L
68,22,165.1,L
63,22,172.72,L
72,22,167.64,L
63,22,172.72,L
61,22,157.48,L
63,22,172.72,L
61,22,170.18,L
65,22,170.18,L
63,22,170.18,L
63,22,167.64,L
68,22,177.8,L
63,22,165.1,L
62,22,165.1,L
68,22,172.72,L
61,22,167.64,L
68,22,172.72,L
81,22,175.26,L
61,22,160.02,L
65,22,177.8,L
68,22,167.64,L
68,22,172.72,L
61,22,170.18,L
74,22,180.34,L
61,22,177.8,L
68,22,170.18,L
70,22,180.34,L
63,22,157.48,L
56,22,157.48,L
58,22,172.72,L
65,22,170.18,L
63,22,162.56,L
56,22,170.18,L
62,22,172.72,L
68,22,167.64,L
65,22,167.64,L
64,22,172.72,L
63,22,167.64,L
65,22,167.64,L
58,22,157.48,L
68,22,180.34,L
63,22,160.02,L
65,22,172.72,L
63,22,160.02,L
61,22,157.48,L
61,22,167.64,L
61,22,167.64,L
63,22,160.02,L
63,22,160.02,L
68,22,144.78,L
61,22,167.64,L
65,22,172.72,L
61,22,162.56,L
63,22,160.02,L
61,22,170.18,L
63,22,167.64,L
61,22,170.18,L
68,22,162.56,L
54,22,165.1,L
56,22,157.48,L
61,22,157.48,L
58,22,160.02,L
74,22,180.34,L
63,22,165.1,L
54,22,165.1,L
72,22,177.8,L
74,22,180.34,L
63,22,172.72,L
61,22,172.72,L
64,22,160.02,L
61,22,165.1,L
61,22,162.56,L
63,22,162.56,L
58,22,165.1,L
58,22,160.02,L
70,22,177.8,L
57,22,162.56,L
63,22,175.26,L
54,22,157.48,L
58,22,167.64,L
58,22,167.64,L
61,22,162.56,L
65,22,175.26,L
57,22,170.18,L
63,22,172.72,L
70,22,165.1,L
61,22,160.02,L
68,22,172.72,L
54,22,165.1,L
72,22,175.26,L
63,22,170.18,L
72,22,167.64,L
58,22,165.1,L
61,22,172.72,L
65,22,167.64,L
54,22,162.56,L
68,22,175.26,L
65,22,162.56,L
58,22,162.56,L
63,22,175.26,L
61,22,170.18,L
68,22,172.72,L
58,22,162.56,L
58,22,157.48,L
56,22,162.56,L
65,22,175.26,L
65,22,165.1,L
63,22,165.1,L
63,22,177.8,L
65,22,167.64,L
61,22,154.94,L
61,22,165.1,L
61,22,170.18,L
68,22,177.8,L
63,22,172.72,L
63,22,172.72,L
61,22,154.94,L
65,22,165.1,L
65,22,162.56,L
63,22,172.72,L
68,22,175.26,L
61,22,167.64,L
56,22,160.02,L
63,22,160.02,L
61,22,170.18,L
63,22,167.64,L
54,22,165.1,L
65,22,175.26,L
58,22,182.88,L
54,22,162.56,L
65,22,167.64,L
63,22,172.72,L
61,22,167.64,L
68,22,175.26,L
63,22,165.1,L
68,22,182.88,L
69,22,167.64,L
74,22,170.18,L
68,22,177.8,L
65,22,167.64,L
63,22,162.56,L
62,22,165.1,L
63,23,162.56,L
74,23,180.34,L
63,23,177.8,L
63,23,175.26,L
65,23,167.64,L
65,23,170.18,L
56,23,162.56,L
71,23,160.02,L
61,23,162.56,L
70,23,182.88,L
63,23,165.1,L
61,23,170.18,L
63,23,172.72,L
75,23,165.1,L
54,23,160.02,L
65,23,172.72,L
49,23,154.94,L
65,23,180.34,L
65,23,172.72,L
63,23,167.64,L
72,23,177.8,L
65,23,182.88,L
68,23,172.72,L
65,23,170.18,L
58,23,160.02,L
52,23,157.48,L
61,23,162.56,L
63,23,172.72,L
63,23,160.02,L
68,23,167.64,L
63,23,157.48,L
68,23,175.26,L
61,23,162.56,L
68,23,175.26,L
63,23,172.72,L
72,23,182.88,L
58,23,160.02,L
68,23,172.72,L
65,23,167.64,L
61,23,167.64,L
61,23,152.4,L
58,23,157.48,L
70,23,175.26,L
61,23,172.72,L
68,23,162.56,L
61,23,165.1,L
61,23,165.1,L
68,23,170.18,L
65,23,170.18,L
65,23,180.34,L
77,23,162.56,L
61,23,162.56,L
61,23,162.56,L
54,23,157.48,L
65,23,170.18,L
65,23,167.64,L
65,23,170.18,L
58,23,167.64,L
63,23,175.26,L
58,23,165.1,L
65,23,170.18,L
61,23,175.26,L
63,23,180.34,L
56,23,162.56,L
65,23,175.26,L
61,23,167.64,L
63,23,165.1,L
52,23,154.94,L
58,23,152.4,L
60,23,167.64,L
61,23,167.64,L
63,23,177.8,L
68,23,170.18,L
68,23,165.1,L
70,23,167.64,L
58,23,162.56,L
64,23,165.1,L
62,23,175.26,L
56,23,162.56,L
61,23,172.72,L
68,23,157.48,L
61,23,149.86,L
49,23,154.94,L
65,23,182.88,L
61,23,167.64,L
68,23,170.18,L
63,23,167.64,L
63,23,165.1,L
61,23,170.18,L
65,23,167.64,L
59,23,165.1,L
65,23,170.18,L
65,23,175.26,L
59,23,162.56,L
56,23,162.56,L
68,23,170.18,L
65,23,162.56,L
61,23,170.18,L
63,23,160.02,L
58,23,157.48,L
58,23,165.1,L
73,23,175.26,L
63,23,167.64,L
60,23,160.02,L
68,23,172.72,L
67,23,165.1,L
67,23,165.1,L
61,23,160.02,L
63,23,162.56,L
68,23,175.26,L
58,23,165.1,L
61,23,175.26,L
61,23,162.56,L
68,23,175.26,L
63,23,162.56,L
65,23,167.64,L
77,23,177.8,L
68,23,175.26,L
58,23,157.48,L
65,23,180.34,L
61,23,167.64,L
63,23,170.18,L
77,23,177.8,L
63,23,152.4,L
65,23,160.02,L
62,23,175.26,L
77,23,180.34,L
56,23,149.86,L
61,23,152.4,L
61,23,162.56,L
61,23,172.72,L
52,23,160.02,L
72,23,180.34,L
65,23,172.72,L
60,23,157.48,L
61,23,167.64,L
65,23,170.18,L
57,23,154.94,L
77,23,177.8,L
61,23,160.02,L
58,23,157.48,L
70,23,177.8,L
61,23,165.1,L
65,23,167.64,L
56,23,157.48,L
64,23,162.56,L
65,23,167.64,L
61,23,165.1,L
65,23,170.18,L
63,23,167.64,L
70,23,180.34,L
56,23,152.4,L
70,23,167.64,L
68,23,182.88,L
61,23,165.1,L
63,23,167.64,L
70,23,177.8,L
63,23,165.1,L
65,23,177.8,L
61,23,160.02,L
65,23,167.64,L
65,23,167.64,L
59,23,160.02,L
72,23,154.94,L
62,23,165.1,L
65,24,167.64,L
65,24,170.18,L
54,24,152.4,L
72,24,172.72,L
68,24,165.1,L
74,24,185.42,L
63,24,175.26,L
70,24,162.56,L
68,24,180.34,L
63,24,165.1,L
61,24,180.34,L
72,24,175.26,L
77,24,175.26,L
65,24,172.72,L
61,24,165.1,L
58,24,170.18,L
63,24,170.18,L
70,24,160.02,L
68,24,157.48,L
61,24,165.1,L
63,24,165.1,L
63,24,160.02,L
68,24,167.64,L
61,24,165.1,L
67,24,167.64,L
68,24,172.72,L
67,24,167.64,L
63,24,170.18,L
63,24,170.18,L
66,24,177.8,L
65,24,177.8,L
49,24,167.64,L
72,24,180.34,L
68,24,167.64,L
63,24,170.18,L
67,24,172.72,L
68,24,165.1,L
65,24,175.26,L
65,24,177.8,L
63,24,170.18,L
63,24,165.1,L
55,24,162.56,L
63,24,175.26,L
77,24,170.18,L
65,24,172.72,L
68,24,162.56,L
68,24,185.42,L
63,24,170.18,L
63,24,167.64,L
61,24,170.18,L
72,24,177.8,L
58,24,160.02,L
63,24,160.02,L
65,24,172.72,L
65,24,172.72,L
63,24,170.18,L
63,24,170.18,L
72,24,177.8,L
72,24,177.8,L
61,24,160.02,L
68,24,175.26,L
61,24,172.72,L
68,24,185.42,L
69,24,177.8,L
65,24,167.64,L
61,24,162.56,L
61,24,162.56,L
67,24,167.64,L
68,24,167.64,L
67,24,172.72,L
65,24,182.88,L
63,24,167.64,L
61,24,165.1,L
57,24,157.48,L
61,24,175.26,L
72,24,165.1,L
62,24,172.72,L
68,24,172.72,L
66,24,177.8,L
72,24,165.1,L
58,24,162.56,L
60,24,152.4,L
68,24,170.18,L
65,24,175.26,L
63,24,175.26,L
65,24,167.64,L
68,24,167.64,L
54,24,152.4,L
56,24,162.56,L
65,24,157.48,L
50,24,160.02,L
61,24,170.18,L
72,24,160.02,L
63,24,160.02,L
68,24,177.8,L
61,24,175.26,L
65,24,170.18,L
63,24,170.18,L
61,24,167.64,L
63,24,170.18,L
72,24,165.1,L
70,24,177.8,L
63,24,170.18,L
63,24,170.18,L
68,24,170.18,L
63,24,162.56,L
58,24,152.4,L
61,24,160.02,L
68,24,180.34,L
66,24,170.18,L
58,24,162.56,L
68,24,170.18,L
65,24,170.18,L
61,24,170.18,L
52,24,154.94,L
57,24,162.56,L
68,24,172.72,L
65,24,165.1,L
58,24,157.48,L
68,24,167.64,L
63,24,172.72,L
61,24,157.48,L
69,24,177.8,L
52,24,154.94,L
68,24,182.88,L
61,24,175.26,L
63,24,167.64,L
59,24,172.72,L
70,24,172.72,L
70,24,167.64,L
68,24,172.72,L
63,24,167.64,L
77,24,175.26,L
63,24,170.18,L
68,24,175.26,L
65,24,180.34,L
61,24,167.64,L
49,24,167.64,L
67,24,172.72,L
65,24,170.18,L
56,24,165.1,L
63,24,175.26,L
61,24,165.1,L
61,24,160.02,L
61,24,162.56,L
58,24,165.1,L
56,24,165.1,L
62,24,162.56,L
56,24,165.1,L
65,24,172.72,L
63,24,157.48,L
58,24,165.1,L
61,24,170.18,L
56,24,154.94,L
56,24,167.64,L
65,24,175.26,L
61,24,175.26,L
65,24,175.26,L
68,24,160.02,L
58,24,167.64,L
56,24,172.72,L
65,24,170.18,L
72,24,175.26,L
49,24,167.64,L
54,24,157.48,L
68,24,165.1,L
56,24,162.56,L
71,24,180.34,L
63,24,170.18,L
65,24,154.94,L
61,24,180.34,L
61,24,165.1,L
65,24,175.26,L
66,24,170.18,L
70,24,175.26,L
64,24,154.94,L
61,24,165.1,L
62,24,160.02,L
56,24,170.18,L
61,24,170.18,L
65,24,165.1,L
63,24,162.56,L
58,24,165.1,L
68,24,177.8,L
65,24,165.1,L
70,24,160.02,L
63,24,170.18,L
63,24,160.02,L
65,24,177.8,L
70,24,165.1,L
72,24,165.1,L
66,24,177.8,L
63,24,170.18,L
72,24,165.1,L
54,24,165.1,L
69,24,177.8,L
72,24,165.1,L
56,24,165.1,L
61,24,162.56,L
67,24,167.64,L
65,24,170.18,L
63,24,162.56,L
63,24,170.18,L
65,24,175.26,L
63,24,180.34,L
65,24,172.72,L
65,24,170.18,L
63,24,170.18,L
58,24,165.1,L
61,24,162.56,L
58,24,160.02,L
70,24,165.1,L
61,24,175.26,L
66,24,170.18,L
63,24,167.64,L
59,24,162.56,L
66,24,170.18,L
62,24,157.48,L
66,24,160.02,L
68,24,175.26,L
63,24,177.8,L
66,24,170.18,L
63,24,170.18,L
61,24,167.64,L
72,24,177.8,L
63,24,170.18,L
66,24,170.18,L
65,24,165.1,L
63,24,170.18,L
63,24,170.18,L
61,24,160.02,L
58,24,162.56,L
65,24,175.26,L
61,24,175.26,L
65,24,170.18,L
58,24,175.26,L
68,24,182.88,L
68,24,172.72,L
68,24,165.1,L
63,24,162.56,L
68,24,170.18,L
63,24,165.1,L
58,24,165.1,L
63,24,160.02,L
49,24,167.64,L
72,24,172.72,L
56,24,165.1,L
68,24,170.18,L
63,24,162.56,L
58,24,167.64,L
63,24,175.26,L
66,24,170.18,L
61,24,172.72,L
77,24,170.18,L
65,24,170.18,L
63,24,177.8,L
63,24,170.18,L
72,24,182.88,L
58,24,157.48,L
58,24,167.64,L
57,24,167.64,L
61,24,165.1,L
58,24,167.64,L
66,24,170.18,L
58,24,175.26,L
57,24,162.56,L
65,24,172.72,L
62,24,172.72,L
68,24,175.26,L
63,24,167.64,L
65,24,162.56,L
65,24,160.02,L
68,24,167.64,L
61,24,172.72,L
65,24,170.18,L
65,25,142.24,L
61,25,165.1,L
60,25,165.1,L
64,25,172.72,L
63,25,177.8,L
65,25,170.18,L
63,25,165.1,L
52,25,154.94,L
65,25,167.64,L
68,25,170.18,L
61,25,165.1,L
61,25,170.18,L
56,25,165.1,L
63,25,172.72,L
63,25,160.02,L
61,25,165.1,L
63,25,170.18,L
63,25,172.72,L
61,25,167.64,L
58,25,167.64,L
61,25,170.18,L
63,25,165.1,L
62,25,175.26,L
63,25,177.8,L
72,25,167.64,L
63,25,162.56,L
61,25,160.02,L
65,25,162.56,L
62,25,167.64,L
65,25,170.18,L
64,25,172.72,L
63,25,157.48,L
72,25,160.02,L
65,25,165.1,L
56,25,157.48,L
65,25,175.26,L
62,25,162.56,L
68,25,162.56,L
63,25,165.1,L
68,25,165.1,L
63,25,172.72,L
61,25,177.8,L
70,25,172.72,L
70,25,170.18,L
56,25,165.1,L
63,25,172.72,L
54,25,172.72,L
65,25,175.26,L
68,25,162.56,L
61,25,162.56,L
58,25,170.18,L
58,25,165.1,L
58,25,167.64,L
61,25,165.1,L
68,25,180.34,L
58,25,157.48,L
72,25,175.26,L
63,25,170.18,L
58,25,165.1,L
65,25,162.56,L
58,25,160.02,L
66,25,170.18,L
63,25,172.72,L
65,25,162.56,L
56,25,160.02,L
68,25,160.02,L
63,25,175.26,L
63,25,172.72,L
59,25,162.56,L
61,25,175.26,L
61,25,170.18,L
68,25,167.64,L
61,25,160.02,L
65,25,177.8,L
62,25,160.02,L
61,25,165.1,L
58,25,167.64,L
61,25,165.1,L
68,25,170.18,L
58,25,167.64,L
63,25,182.88,L
63,25,170.18,L
77,25,175.26,L
63,25,167.64,L
63,25,177.8,L
64,25,175.26,L
61,25,165.1,L
63,25,165.1,L
65,25,157.48,L
63,25,170.18,L
67,25,162.56,L
58,25,167.64,L
61,25,165.1,L
61,25,165.1,L
61,25,162.56,L
70,25,172.72,L
65,25,162.56,L
65,25,167.64,L
62,25,160.02,L
58,25,167.64,L
63,25,177.8,L
56,25,165.1,L
56,25,162.56,L
58,25,167.64,L
61,25,170.18,L
63,25,170.18,L
61,25,165.1,L
70,25,167.64,L
63,25,167.64,L
61,25,160.02,L
63,25,157.48,L
58,25,162.56,L
58,25,167.64,L
63,25,177.8,L
58,25,160.02,L
64,25,160.02,L
63,25,177.8,L
62,25,167.64,L
63,25,167.64,L
63,25,162.56,L
61,25,157.48,L
61,25,165.1,L
65,25,167.64,L
68,25,175.26,L
60,25,165.1,L
52,25,165.1,L
63,25,160.02,L
68,25,177.8,L
65,25,167.64,L
63,25,172.72,L
58,25,160.02,L
57,25,162.56,L
58,25,170.18,L
64,25,175.26,L
70,25,172.72,L
61,25,172.72,L
61,25,157.48,L
65,25,172.72,L
65,25,165.1,L
63,25,167.64,L
47,25,157.48,L
63,25,175.26,L
62,25,167.64,L
65,25,167.64,L
63,25,162.56,L
47,25,157.48,L
67,25,165.1,L
60,25,157.48,L
63,25,170.18,L
63,25,172.72,L
63,25,172.72,L
68,25,170.18,L
68,25,165.1,L
61,25,160.02,L
72,25,177.8,L
70,25,167.64,L
68,25,160.02,L
63,25,162.56,L
58,25,160.02,L
58,25,170.18,L
56,25,157.48,L
56,25,157.48,L
63,25,167.64,L
64,25,175.26,L
63,25,167.64,L
68,25,170.18,L
65,25,149.86,L
63,25,167.64,L
58,25,160.02,L
61,25,170.18,L
68,25,177.8,L
61,25,165.1,L
58,25,162.56,L
63,25,172.72,L
65,25,162.56,L
56,25,162.56,L
65,25,167.64,L
70,25,172.72,L
65,25,167.64,L
61,25,165.1,L
70,25,165.1,L
65,25,167.64,L
63,25,177.8,L
63,25,172.72,L
58,25,172.72,L
61,25,165.1,L
68,25,162.56,L
57,25,167.64,L
68,25,154.94,L
63,25,154.94,L
61,25,165.1,L
65,25,172.72,L
58,25,160.02,L
58,25,162.56,L
65,25,157.48,L
58,25,157.48,L
64,25,175.26,L
68,25,175.26,L
61,25,160.02,L
63,25,177.8,L
63,25,162.56,L
68,25,172.72,L
63,25,167.64,L
61,25,165.1,L
68,25,172.72,L
63,25,160.02,L
68,25,167.64,L
61,25,170.18,L
52,25,157.48,L
